Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,% of Total Deaths,
2019,2019,"Psoriasis, unspecified",L40.9,25,328239523,0.01,0.00%,
2019,2019,Other fusion of spine,M43.2,25,328239523,0.01,0.00%,
2019,2019,Immobility syndrome (paraplegic),M62.3,25,328239523,0.01,0.00%,
2019,2019,Fibromyalgia,M79.7,25,328239523,0.01,0.00%,
2019,2019,Amniotic fluid embolism,O88.1,25,328239523,0.01,0.00%,
2019,2019,"Polycystic kidney, adult type",Q61.2,25,328239523,0.01,0.00%,
2019,2019,"Congenital malformation of kidney, unspecified",Q63.9,25,328239523,0.01,0.00%,
2019,2019,"Pedal cyclist injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V14.4,25,328239523,0.01,0.00%,
2019,2019,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident,V29.6,25,328239523,0.01,0.00%,
2019,2019,"Car occupant injured in collision with railway train or railway vehicle, driver injured in traffic accident",V45.5,25,328239523,0.01,0.00%,
2019,2019,Salmonella septicaemia,A02.1,24,328239523,0.01,0.00%,
2019,2019,Malignant melanoma of ear and external auricular canal - Malignant neoplasms,C43.2,24,328239523,0.01,0.00%,
2019,2019,Trigone of bladder - Malignant neoplasms,C67.0,24,328239523,0.01,0.00%,
2019,2019,Secondary malignant neoplasm of large intestine and rectum - Malignant neoplasms,C78.5,24,328239523,0.01,0.00%,
2019,2019,STzary disease,C84.1,24,328239523,0.01,0.00%,
2019,2019,Bronchus and lung - In situ neoplasms,D02.2,24,328239523,0.01,0.00%,
2019,2019,Spinal cord - Uncertain neoplasms,D43.4,24,328239523,0.01,0.00%,
2019,2019,"Folate deficiency anaemia, unspecified",D52.9,24,328239523,0.01,0.00%,
2019,2019,Deficiency of other specified B group vitamins,E53.8,24,328239523,0.01,0.00%,
2019,2019,Lipoprotein deficiency,E78.6,24,328239523,0.01,0.00%,
2019,2019,Unspecified nonorganic psychosis,F29,24,328239523,0.01,0.00%,
2019,2019,"Developmental disorder of scholastic skills, unspecified",F81.9,24,328239523,0.01,0.00%,
2019,2019,Embolism and thrombosis of iliac artery,I74.5,24,328239523,0.01,0.00%,
2019,2019,Embolism and thrombosis of other arteries,I74.8,24,328239523,0.01,0.00%,
2019,2019,Phlebitis and thrombophlebitis of unspecified site,I80.9,24,328239523,0.01,0.00%,
2019,2019,Gastric varices,I86.4,24,328239523,0.01,0.00%,
2019,2019,Gallstone ileus,K56.3,24,328239523,0.01,0.00%,
2019,2019,Polyp of colon,K63.5,24,328239523,0.01,0.00%,
2019,2019,Alcoholic fibrosis and sclerosis of liver,K70.2,24,328239523,0.01,0.00%,
2019,2019,"Panniculitis, unspecified",M79.3,24,328239523,0.01,0.00%,
2019,2019,"Paget disease of bone, unspecified",M88.9,24,328239523,0.01,0.00%,
2019,2019,Other cystitis,N30.8,24,328239523,0.01,0.00%,
2019,2019,"Sepsis of newborn due to streptococcus, group B",P36.0,24,328239523,0.01,0.00%,
2019,2019,"Other congenital anaemias, not elsewhere classified",P61.4,24,328239523,0.01,0.00%,
2019,2019,"Renal agenesis, unilateral",Q60.0,24,328239523,0.01,0.00%,
2019,2019,"Water-transport-related drowning and submersion without accident to watercraft, inflatable craft (nonpowered)",V92.6,24,328239523,0.01,0.00%,
2019,2019,"Threat to breathing due to cave-in, falling earth and other substances",W77,24,328239523,0.01,0.00%,
2019,2019,Contact with hot tap-water,X11,24,328239523,0.01,0.00%,
2019,2019,Lyme disease,A69.2,23,328239523,0.01,0.00%,
2019,2019,"Slow virus infection of central nervous system, unspecified",A81.9,23,328239523,0.01,0.00%,
2019,2019,Upper gum - Malignant neoplasms,C03.0,23,328239523,0.01,0.00%,
2019,2019,Parathyroid gland - Malignant neoplasms,C75.0,23,328239523,0.01,0.00%,
2019,2019,Secondary malignant neoplasm of other and unspecified parts of nervous system - Malignant neoplasms,C79.4,23,328239523,0.01,0.00%,
2019,2019,Vitamin B12 deficiency anaemia due to intrinsic factor deficiency,D51.0,23,328239523,0.01,0.00%,
2019,2019,Eosinophilia,D72.1,23,328239523,0.01,0.00%,
2019,2019,Other histiocytosis syndromes,D76.3,23,328239523,0.01,0.00%,
2019,2019,Idiopathic orofacial dystonia,G24.4,23,328239523,0.01,0.00%,
2019,2019,Cauda equina syndrome,G83.4,23,328239523,0.01,0.00%,
2019,2019,"Disorder of central nervous system, unspecified",G96.9,23,328239523,0.01,0.00%,
2019,2019,Other specified pulmonary heart diseases,I27.8,23,328239523,0.01,0.00%,
2019,2019,Other and unspecified right bundle-branch block,I45.1,23,328239523,0.01,0.00%,
2019,2019,Progressive vascular leukoencephalopathy,I67.3,23,328239523,0.01,0.00%,
2019,2019,Compression of vein,I87.1,23,328239523,0.01,0.00%,
2019,2019,Other specified noninfective disorders of lymphatic vessels and lymph nodes,I89.8,23,328239523,0.01,0.00%,
2019,2019,Acute bronchiolitis due to respiratory syncytial virus,J21.0,23,328239523,0.01,0.00%,
2019,2019,Gastro-oesophageal reflux disease with oesophagitis,K21.0,23,328239523,0.01,0.00%,
2019,2019,Melaena,K92.1,23,328239523,0.01,0.00%,
2019,2019,Arthropathic psoriasis,L40.5,23,328239523,0.01,0.00%,
2019,2019,Other specified disorders of bone,M89.8,23,328239523,0.01,0.00%,
2019,2019,Other obstructive and reflux uropathy,N13.8,23,328239523,0.01,0.00%,
2019,2019,Hirschsprung disease,Q43.1,23,328239523,0.01,0.00%,
2019,2019,Congenital malformation syndromes predominantly affecting facial appearance,Q87.0,23,328239523,0.01,0.00%,
2019,2019,Pedestrian injured in unspecified traffic accident,V09.3,23,328239523,0.01,0.00%,
2019,2019,"Motorcycle rider injured in collision with fixed or stationary object, passenger injured in traffic accident",V27.5,23,328239523,0.01,0.00%,
2019,2019,Contact with other specified venomous arthropods,X25,23,328239523,0.01,0.00%,
2019,2019,Pulmonary candidiasis,B37.1,22,328239523,0.01,0.00%,
2019,2019,"Candidiasis, unspecified",B37.9,22,328239523,0.01,0.00%,
2019,2019,"Histoplasmosis, unspecified",B39.9,22,328239523,0.01,0.00%,
2019,2019,"Mucormycosis, unspecified",B46.5,22,328239523,0.01,0.00%,
2019,2019,"Skin of eyelid, including canthus - Malignant neoplasms",C44.1,22,328239523,0.01,0.00%,
2019,2019,Upper-inner quadrant of breast - Malignant neoplasms,C50.2,22,328239523,0.01,0.00%,
2019,2019,Overlapping lesion of breast - Malignant neoplasms,C50.8,22,328239523,0.01,0.00%,
2019,2019,Aortic body and other paraganglia - Malignant neoplasms,C75.5,22,328239523,0.01,0.00%,
2019,2019,Cranial nerves - Benign neoplasms,D33.3,22,328239523,0.01,0.00%,
2019,2019,Idiopathic progressive neuropathy,G60.3,22,328239523,0.01,0.00%,
2019,2019,Syringomyelia and syringobulbia,G95.0,22,328239523,0.01,0.00%,
2019,2019,Duodenitis,K29.8,22,328239523,0.01,0.00%,
2019,2019,"Malabsorption due to intolerance, not elsewhere classified",K90.4,22,328239523,0.01,0.00%,
2019,2019,"Erythematous condition, unspecified",L53.9,22,328239523,0.01,0.00%,
2019,2019,"Gonarthrosis, unspecified",M17.9,22,328239523,0.01,0.00%,
2019,2019,"Intervertebral disc disorder, unspecified",M51.9,22,328239523,0.01,0.00%,
2019,2019,Newborn affected by other and unspecified morphological and functional abnormalities of placenta,P02.2,22,328239523,0.01,0.00%,
2019,2019,Newborn affected by maternal use of drugs of addiction,P04.4,22,328239523,0.01,0.00%,
2019,2019,"Neonatal haemorrhage, unspecified",P54.9,22,328239523,0.01,0.00%,
2019,2019,Patent ductus arteriosus,Q25.0,22,328239523,0.01,0.00%,
2019,2019,Other congenital malformations of aorta,Q25.4,22,328239523,0.01,0.00%,
2019,2019,Triploidy and polyploidy,Q92.7,22,328239523,0.01,0.00%,
2019,2019,"Fever, unspecified",R50.9,22,328239523,0.01,0.00%,
2019,2019,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident",V58.9,22,328239523,0.01,0.00%,
2019,2019,Lack of food,X53,22,328239523,0.01,0.00%,
2019,2019,"Crashing of motor vehicle, undetermined intent",Y32,22,328239523,0.01,0.00%,
2019,2019,"Neurosyphilis, unspecified",A52.3,21,328239523,0.01,0.00%,
2019,2019,Posterior wall of nasopharynx - Malignant neoplasms,C11.1,21,328239523,0.01,0.00%,
2019,2019,Endocrine pancreas - Malignant neoplasms,C25.4,21,328239523,0.01,0.00%,
2019,2019,"Connective and other soft tissue, unspecified - Benign neoplasms",D21.9,21,328239523,0.01,0.00%,
2019,2019,Retroperitoneum - Uncertain neoplasms,D48.3,21,328239523,0.01,0.00%,
2019,2019,Essential thrombocytosis,D75.2,21,328239523,0.01,0.00%,
2019,2019,Nondiabetic hypoglycaemic coma,E15,21,328239523,0.01,0.00%,
2019,2019,Primary hyperparathyroidism,E21.0,21,328239523,0.01,0.00%,
2019,2019,Budd-Chiari syndrome,I82.0,21,328239523,0.01,0.00%,
2019,2019,Adenoviral pneumonia,J12.0,21,328239523,0.01,0.00%,
2019,2019,Acute pulmonary manifestations due to radiation,J70.0,21,328239523,0.01,0.00%,
2019,2019,Hepatic fibrosis,K74.0,21,328239523,0.01,0.00%,
2019,2019,Progressive systemic sclerosis,M34.0,21,328239523,0.01,0.00%,
2019,2019,"Unspecified nephritic syndrome, diffuse membranous glomerulonephritis",N05.2,21,328239523,0.01,0.00%,
2019,2019,Death from sequelae of direct obstetric cause,O97.0,21,328239523,0.01,0.00%,
2019,2019,Newborn affected by other maternal conditions,P00.8,21,328239523,0.01,0.00%,
2019,2019,Intracerebral (nontraumatic) haemorrhage of newborn,P52.4,21,328239523,0.01,0.00%,
2019,2019,Diverticulum of oesophagus,Q39.6,21,328239523,0.01,0.00%,
2019,2019,"Turner syndrome, unspecified",Q96.9,21,328239523,0.01,0.00%,
2019,2019,Other specified symptoms and signs involving the circulatory and respiratory systems,R09.8,21,328239523,0.01,0.00%,
2019,2019,Other and unspecified abdominal pain,R10.4,21,328239523,0.01,0.00%,
2019,2019,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,21,328239523,0.01,0.00%,
2019,2019,HIV disease resulting in multiple malignant neoplasms,B21.7,20,328239523,0.01,0.00%,
2019,2019,Ethmoidal sinus - Malignant neoplasms,C31.1,20,328239523,0.01,0.00%,
2019,2019,"Ribs, sternum and clavicle - Malignant neoplasms",C41.3,20,328239523,0.01,0.00%,
2019,2019,Bladder neck - Malignant neoplasms,C67.5,20,328239523,0.01,0.00%,
2019,2019,"Colon, unspecified - Benign neoplasms",D12.6,20,328239523,0.01,0.00%,
2019,2019,Functional disorders of polymorphonuclear neutrophils,D71,20,328239523,0.01,0.00%,
2019,2019,Cryoglobulinaemia,D89.1,20,328239523,0.01,0.00%,
2019,2019,Residual schizophrenia,F20.5,20,328239523,0.01,0.00%,
2019,2019,Hereditary spastic paraplegia,G11.4,20,328239523,0.01,0.00%,
2019,2019,Subsequent myocardial infarction of unspecified site,I22.9,20,328239523,0.01,0.00%,
2019,2019,Thromboangiitis obliterans [Buerger],I73.1,20,328239523,0.01,0.00%,
2019,2019,Acute epiglottitis,J05.1,20,328239523,0.01,0.00%,
2019,2019,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapours",J68.0,20,328239523,0.01,0.00%,
2019,2019,"Duodenal ulcer, acute with haemorrhage",K26.0,20,328239523,0.01,0.00%,
2019,2019,Crohn disease of large intestine,K50.1,20,328239523,0.01,0.00%,
2019,2019,Diverticular disease of small intestine without perforation or abscess,K57.1,20,328239523,0.01,0.00%,
2019,2019,Inflammatory disorders of breast,N61,20,328239523,0.01,0.00%,
2019,2019,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",O10.1,20,328239523,0.01,0.00%,
2019,2019,Other specified respiratory conditions of newborn,P28.8,20,328239523,0.01,0.00%,
2019,2019,Other congenital malformations of trachea,Q32.1,20,328239523,0.01,0.00%,
2019,2019,Gastroschisis,Q79.3,20,328239523,0.01,0.00%,
2019,2019,Situs inversus,Q89.3,20,328239523,0.01,0.00%,
2019,2019,Terrorism involving firearms,U01.4,20,328239523,0.01,0.00%,
2019,2019,Exposure to controlled fire in building or structure,X02,20,328239523,0.01,0.00%,
2019,2019,Other antineoplastic drugs,Y43.3,20,328239523,0.01,0.00%,
2019,2019,"Meningococcaemia, unspecified",A39.4,19,328239523,Unreliable,0.00%,
2019,2019,"Enterovirus infection, unspecified",B34.1,19,328239523,Unreliable,0.00%,
2019,2019,Laryngeal cartilage - Malignant neoplasms,C32.3,19,328239523,Unreliable,0.00%,
2019,2019,"Acquired pure red cell aplasia, unspecified",D60.9,19,328239523,Unreliable,0.00%,
2019,2019,Constitutional aplastic anaemia,D61.0,19,328239523,Unreliable,0.00%,
2019,2019,Other specified metabolic disorders,E88.8,19,328239523,Unreliable,0.00%,
2019,2019,"Conduct disorder, unspecified",F91.9,19,328239523,Unreliable,0.00%,
2019,2019,"Unilateral or unspecified inguinal hernia, with gangrene",K40.4,19,328239523,Unreliable,0.00%,
2019,2019,Ventral hernia with gangrene,K43.1,19,328239523,Unreliable,0.00%,
2019,2019,Other specified noninfective gastroenteritis and colitis,K52.8,19,328239523,Unreliable,0.00%,
2019,2019,"Chronic nephritic syndrome, unspecified",N03.9,19,328239523,Unreliable,0.00%,
2019,2019,Total anomalous pulmonary venous connection,Q26.2,19,328239523,Unreliable,0.00%,
2019,2019,Congenital malformations of intestinal fixation,Q43.3,19,328239523,Unreliable,0.00%,
2019,2019,Deletion of short arm of chromosome 4,Q93.3,19,328239523,Unreliable,0.00%,
2019,2019,"Tachycardia, unspecified",R00.0,19,328239523,Unreliable,0.00%,
2019,2019,Contact with sharp glass,W25,19,328239523,Unreliable,0.00%,
2019,2019,Other specified bacterial diseases,A48.8,18,328239523,Unreliable,0.00%,
2019,2019,Pylorus - Malignant neoplasms,C16.4,18,328239523,Unreliable,0.00%,
2019,2019,Upper limb - Malignant neoplasms,C76.4,18,328239523,Unreliable,0.00%,
2019,2019,Other amyloidosis,E85.8,18,328239523,Unreliable,0.00%,
2019,2019,Other mitral valve diseases,I05.8,18,328239523,Unreliable,0.00%,
2019,2019,Phlebitis and thrombophlebitis of femoral vein,I80.1,18,328239523,Unreliable,0.00%,
2019,2019,"Peptic ulcer, site unspecified, chronic or unspecified with both haemorrhage and perforation",K27.6,18,328239523,Unreliable,0.00%,
2019,2019,Obstruction of duodenum,K31.5,18,328239523,Unreliable,0.00%,
2019,2019,Cellulitis of face,L03.2,18,328239523,Unreliable,0.00%,
2019,2019,Other specified systemic involvement of connective tissue,M35.8,18,328239523,Unreliable,0.00%,
2019,2019,"Chronic tubulo-interstitial nephritis, unspecified",N11.9,18,328239523,Unreliable,0.00%,
2019,2019,"Inflammatory disease of prostate, unspecified",N41.9,18,328239523,Unreliable,0.00%,
2019,2019,Other inflammatory disorders of penis,N48.2,18,328239523,Unreliable,0.00%,
2019,2019,Cystic disease of liver,Q44.6,18,328239523,Unreliable,0.00%,
2019,2019,"Pedal cyclist injured in collision with heavy transport vehicle or bus, unspecified pedal cyclist injured in traffic accident",V14.9,18,328239523,Unreliable,0.00%,
2019,2019,Fall while being carried or supported by other persons,W04,18,328239523,Unreliable,0.00%,
2019,2019,Exposure to other and unspecified animate mechanical forces,W64,18,328239523,Unreliable,0.00%,
2019,2019,Legal execution,Y35.5,18,328239523,Unreliable,0.00%,
2019,2019,Cardiac catheterization,Y84.0,18,328239523,Unreliable,0.00%,
2019,2019,"Haemophilus influenzae infection, unspecified",A49.2,17,328239523,Unreliable,0.00%,
2019,2019,Pineal gland - Malignant neoplasms,C75.3,17,328239523,Unreliable,0.00%,
2019,2019,Adrenal gland - Uncertain neoplasms,D44.1,17,328239523,Unreliable,0.00%,
2019,2019,Other iron deficiency anaemias,D50.8,17,328239523,Unreliable,0.00%,
2019,2019,Abscess of spleen,D73.3,17,328239523,Unreliable,0.00%,
2019,2019,Acromegaly and pituitary gigantism,E22.0,17,328239523,Unreliable,0.00%,
2019,2019,GM2 gangliosidosis,E75.0,17,328239523,Unreliable,0.00%,
2019,2019,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified",G04.2,17,328239523,Unreliable,0.00%,
2019,2019,Rheumatic myocarditis,I09.0,17,328239523,Unreliable,0.00%,
2019,2019,Angina pectoris with documented spasm,I20.1,17,328239523,Unreliable,0.00%,
2019,2019,Isolated myocarditis,I40.1,17,328239523,Unreliable,0.00%,
2019,2019,Inflammatory conditions of jaws,K10.2,17,328239523,Unreliable,0.00%,
2019,2019,Umbilical hernia without obstruction or gangrene,K42.9,17,328239523,Unreliable,0.00%,
2019,2019,"Spondylosis, unspecified",M47.9,17,328239523,Unreliable,0.00%,
2019,2019,"Unspecified nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",N05.5,17,328239523,Unreliable,0.00%,
2019,2019,Pyonephrosis,N13.6,17,328239523,Unreliable,0.00%,
2019,2019,"Urethral stricture, unspecified",N35.9,17,328239523,Unreliable,0.00%,
2019,2019,"Salpingitis and oophoritis, unspecified",N70.9,17,328239523,Unreliable,0.00%,
2019,2019,Newborn affected by maternal infectious and parasitic diseases,P00.2,17,328239523,Unreliable,0.00%,
2019,2019,Congenital heart block,Q24.6,17,328239523,Unreliable,0.00%,
2019,2019,Prune belly syndrome,Q79.4,17,328239523,Unreliable,0.00%,
2019,2019,Intracranial space-occupying lesion,R90.0,17,328239523,Unreliable,0.00%,
2019,2019,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, unspecified occupant of pick-up truck or van injured in traffic accident",V57.9,17,328239523,Unreliable,0.00%,
2019,2019,During surgical operation,Y60.0,17,328239523,Unreliable,0.00%,
2019,2019,Gas gangrene,A48.0,16,328239523,Unreliable,0.00%,
2019,2019,Other spotted fevers,A77.8,16,328239523,Unreliable,0.00%,
2019,2019,Disseminated coccidioidomycosis,B38.7,16,328239523,Unreliable,0.00%,
2019,2019,"Pulmonary blastomycosis, unspecified",B40.2,16,328239523,Unreliable,0.00%,
2019,2019,Pulmonary cryptococcosis,B45.0,16,328239523,Unreliable,0.00%,
2019,2019,Middle third of oesophagus - Malignant neoplasms,C15.4,16,328239523,Unreliable,0.00%,
2019,2019,Overlapping lesion of digestive system - Malignant neoplasms,C26.8,16,328239523,Unreliable,0.00%,
2019,2019,Malignant neoplasm of placenta,C58,16,328239523,Unreliable,0.00%,
2019,2019,"Combined immunodeficiency, unspecified",D81.9,16,328239523,Unreliable,0.00%,
2019,2019,Unspecified disorder of psychological development,F89,16,328239523,Unreliable,0.00%,
2019,2019,"Other encephalitis, myelitis and encephalomyelitis",G04.8,16,328239523,Unreliable,0.00%,
2019,2019,Infantile hemiplegia,G80.2,16,328239523,Unreliable,0.00%,
2019,2019,Acute transmural myocardial infarction of unspecified site,I21.3,16,328239523,Unreliable,0.00%,
2019,2019,Varicose veins of lower extremities with inflammation,I83.1,16,328239523,Unreliable,0.00%,
2019,2019,Mucopurulent chronic bronchitis,J41.1,16,328239523,Unreliable,0.00%,
2019,2019,Cyst of pancreas,K86.2,16,328239523,Unreliable,0.00%,
2019,2019,Hidradenitis suppurativa,L73.2,16,328239523,Unreliable,0.00%,
2019,2019,Other osteomyelitis,M86.8,16,328239523,Unreliable,0.00%,
2019,2019,Chronic obstructive pyelonephritis,N11.1,16,328239523,Unreliable,0.00%,
2019,2019,"Renal tubulo-interstitial disease, unspecified",N15.9,16,328239523,Unreliable,0.00%,
2019,2019,Other cardiovascular disorders originating in the perinatal period,P29.8,16,328239523,Unreliable,0.00%,
2019,2019,Sepsis of newborn due to Staphylococcus aureus,P36.2,16,328239523,Unreliable,0.00%,
2019,2019,Other specified neonatal haemorrhages,P54.8,16,328239523,Unreliable,0.00%,
2019,2019,Convulsions of newborn,P90,16,328239523,Unreliable,0.00%,
2019,2019,"Cystic kidney disease, unspecified",Q61.9,16,328239523,Unreliable,0.00%,
2019,2019,Other atresia and stenosis of urethra and bladder neck,Q64.3,16,328239523,Unreliable,0.00%,
2019,2019,Motorcycle rider [any] injured in unspecified nontraffic accident,V29.3,16,328239523,Unreliable,0.00%,
2019,2019,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in nontraffic accident",V58.3,16,328239523,Unreliable,0.00%,
2019,2019,Exposure to other and unspecified forces of nature,X39,16,328239523,Unreliable,0.00%,
2019,2019,During endoscopic examination,Y60.4,16,328239523,Unreliable,0.00%,
2019,2019,During other surgical and medical care,Y60.8,16,328239523,Unreliable,0.00%,
2019,2019,Other cytomegaloviral diseases,B25.8,15,328239523,Unreliable,0.00%,
2019,2019,"Cryptococcosis, unspecified",B45.9,15,328239523,Unreliable,0.00%,
2019,2019,Endocrine pancreas - Benign neoplasms,D13.7,15,328239523,Unreliable,0.00%,
2019,2019,"Respiratory organ, unspecified - Uncertain neoplasms",D38.6,15,328239523,Unreliable,0.00%,
2019,2019,Other female genital organs - Uncertain neoplasms,D39.7,15,328239523,Unreliable,0.00%,
2019,2019,Pineal gland - Uncertain neoplasms,D44.5,15,328239523,Unreliable,0.00%,
2019,2019,"Thalassaemia, unspecified",D56.9,15,328239523,Unreliable,0.00%,
2019,2019,"Disorder of pituitary gland, unspecified",E23.7,15,328239523,Unreliable,0.00%,
2019,2019,"Mental and behavioural disorders due to use of cannabinoids, unspecified mental and behavioural disorder",F12.9,15,328239523,Unreliable,0.00%,
2019,2019,Mixed anxiety and depressive disorder,F41.2,15,328239523,Unreliable,0.00%,
2019,2019,Adjustment disorders,F43.2,15,328239523,Unreliable,0.00%,
2019,2019,Other bacterial meningitis,G00.8,15,328239523,Unreliable,0.00%,
2019,2019,Other secondary parkinsonism,G21.8,15,328239523,Unreliable,0.00%,
2019,2019,Other chorea,G25.5,15,328239523,Unreliable,0.00%,
2019,2019,"Mononeuropathy, unspecified",G58.9,15,328239523,Unreliable,0.00%,
2019,2019,Raynaud syndrome,I73.0,15,328239523,Unreliable,0.00%,
2019,2019,Other diseases of capillaries,I78.8,15,328239523,Unreliable,0.00%,
2019,2019,"Acute pharyngitis, unspecified",J02.9,15,328239523,Unreliable,0.00%,
2019,2019,Acute tracheitis,J04.1,15,328239523,Unreliable,0.00%,
2019,2019,Stenosis of larynx,J38.6,15,328239523,Unreliable,0.00%,
2019,2019,"Gastrojejunal ulcer, unspecified as acute or chronic, without haemorrhage or perforation",K28.9,15,328239523,Unreliable,0.00%,
2019,2019,Pyoderma gangrenosum,L88,15,328239523,Unreliable,0.00%,
2019,2019,"Polyarthrosis, unspecified",M15.9,15,328239523,Unreliable,0.00%,
2019,2019,"Coxarthrosis, unspecified",M16.9,15,328239523,Unreliable,0.00%,
2019,2019,"Recurrent and persistent haematuria, diffuse membranous glomerulonephritis",N02.2,15,328239523,Unreliable,0.00%,
2019,2019,"Inflammatory disease of uterus, unspecified",N71.9,15,328239523,Unreliable,0.00%,
2019,2019,"Diabetes mellitus in pregnancy, unspecified",O24.9,15,328239523,Unreliable,0.00%,
2019,2019,Newborn affected by prolapsed cord,P02.4,15,328239523,Unreliable,0.00%,
2019,2019,Other specified infections specific to the perinatal period,P39.8,15,328239523,Unreliable,0.00%,
2019,2019,Other specified congenital malformations of brain,Q04.8,15,328239523,Unreliable,0.00%,
2019,2019,"Congenital malformation of nervous system, unspecified",Q07.9,15,328239523,Unreliable,0.00%,
2019,2019,"Polycystic kidney, infantile type",Q61.1,15,328239523,Unreliable,0.00%,
2019,2019,Mastocytosis,Q82.2,15,328239523,Unreliable,0.00%,
2019,2019,Acute abdomen,R10.0,15,328239523,Unreliable,0.00%,
2019,2019,Nausea and vomiting,R11,15,328239523,Unreliable,0.00%,
2019,2019,"Lack of expected normal physiological development, unspecified",R62.9,15,328239523,Unreliable,0.00%,
2019,2019,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van, driver injured in traffic accident",V63.5,15,328239523,Unreliable,0.00%,
2019,2019,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V69.5,15,328239523,Unreliable,0.00%,
2019,2019,Parachutist injured in air transport accident,V97.2,15,328239523,Unreliable,0.00%,
2019,2019,"Contact with hot heating appliances, radiators and pipes",X16,15,328239523,Unreliable,0.00%,
2019,2019,"Bacterial intestinal infection, unspecified",A04.9,14,328239523,Unreliable,0.00%,
2019,2019,Toxic shock syndrome,A48.3,14,328239523,Unreliable,0.00%,
2019,2019,"Pulmonary histoplasmosis capsulati, unspecified",B39.2,14,328239523,Unreliable,0.00%,
2019,2019,Fundus of stomach - Malignant neoplasms,C16.1,14,328239523,Unreliable,0.00%,
2019,2019,Lower-outer quadrant of breast - Malignant neoplasms,C50.5,14,328239523,Unreliable,0.00%,
2019,2019,Cerebral ventricle - Malignant neoplasms,C71.5,14,328239523,Unreliable,0.00%,
2019,2019,Secondary malignant neoplasm of bladder and other and unspecified urinary organs - Malignant neoplasms,C79.1,14,328239523,Unreliable,0.00%,
2019,2019,"Mucopolysaccharidosis, type II",E76.1,14,328239523,Unreliable,0.00%,
2019,2019,Bulimia nervosa,F50.2,14,328239523,Unreliable,0.00%,
2019,2019,Communicating hydrocephalus,G91.0,14,328239523,Unreliable,0.00%,
2019,2019,Acute rheumatic endocarditis,I01.1,14,328239523,Unreliable,0.00%,
2019,2019,"Atrioventricular block, first degree",I44.0,14,328239523,Unreliable,0.00%,
2019,2019,Coeliac artery compression syndrome,I77.4,14,328239523,Unreliable,0.00%,
2019,2019,Farmer lung,J67.0,14,328239523,Unreliable,0.00%,
2019,2019,"Chronic gastritis, unspecified",K29.5,14,328239523,Unreliable,0.00%,
2019,2019,Infarction of liver,K76.3,14,328239523,Unreliable,0.00%,
2019,2019,Idiopathic acute pancreatitis,K85.0,14,328239523,Unreliable,0.00%,
2019,2019,Juvenile rheumatoid arthritis,M08.0,14,328239523,Unreliable,0.00%,
2019,2019,Idiopathic gout,M10.0,14,328239523,Unreliable,0.00%,
2019,2019,"Necrotizing vasculopathy, unspecified",M31.9,14,328239523,Unreliable,0.00%,
2019,2019,"Disorder of urinary system, unspecified",N39.9,14,328239523,Unreliable,0.00%,
2019,2019,Other and unspecified ovarian cysts,N83.2,14,328239523,Unreliable,0.00%,
2019,2019,Other complications of obstetric surgery and procedures,O75.4,14,328239523,Unreliable,0.00%,
2019,2019,"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium",O99.3,14,328239523,Unreliable,0.00%,
2019,2019,"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium",O99.5,14,328239523,Unreliable,0.00%,
2019,2019,Septo-optic dysplasia,Q04.4,14,328239523,Unreliable,0.00%,
2019,2019,Other congenital malformations of cardiac chambers and connections,Q20.8,14,328239523,Unreliable,0.00%,
2019,2019,Congenital tricuspid stenosis,Q22.4,14,328239523,Unreliable,0.00%,
2019,2019,Stenosis of aorta,Q25.3,14,328239523,Unreliable,0.00%,
2019,2019,Congenital malformations of spleen,Q89.0,14,328239523,Unreliable,0.00%,
2019,2019,"Coma, unspecified",R40.2,14,328239523,Unreliable,0.00%,
2019,2019,"Car occupant injured in collision with heavy transport vehicle or bus, unspecified car occupant injured in traffic accident",V44.9,14,328239523,Unreliable,0.00%,
2019,2019,Overexertion and strenuous or repetitive movements,X50,14,328239523,Unreliable,0.00%,
2019,2019,Androgens and anabolic congeners,Y42.7,14,328239523,Unreliable,0.00%,
2019,2019,X-ray contrast media,Y57.5,14,328239523,Unreliable,0.00%,
2019,2019,Salmonella enteritis,A02.0,13,328239523,Unreliable,0.00%,
2019,2019,Exocervix - Malignant neoplasms,C53.1,13,328239523,Unreliable,0.00%,
2019,2019,Secondary malignant neoplasm of mediastinum - Malignant neoplasms,C78.1,13,328239523,Unreliable,0.00%,
2019,2019,Pancreas - Benign neoplasms,D13.6,13,328239523,Unreliable,0.00%,
